time,day,area,year,air_temp
3,342,srimangal,2012,288.5647083
6,342,srimangal,2012,285.1191462
9,342,srimangal,2012,288.2665575
12,342,srimangal,2012,294.9433448
15,342,srimangal,2012,298.0908538
18,342,srimangal,2012,295.8652759
21,342,srimangal,2012,292.7178074
0,343,srimangal,2012,290.492233
3,343,srimangal,2012,287.3447813
6,343,srimangal,2012,285.0391956
9,343,srimangal,2012,288.0046055
12,343,srimangal,2012,294.2953025
15,343,srimangal,2012,297.2608044
18,343,srimangal,2012,295.1639223
21,343,srimangal,2012,292.1984585
0,344,srimangal,2012,290.1015796
3,344,srimangal,2012,287.1361316
6,344,srimangal,2012,285.2491601
9,344,srimangal,2012,288.345611
12,344,srimangal,2012,294.9142929
15,344,srimangal,2012,298.0108399
18,344,srimangal,2012,295.8212969
21,344,srimangal,2012,292.7247897
0,345,srimangal,2012,290.5352501
3,345,srimangal,2012,287.4387594
6,345,srimangal,2012,285.2191568
9,345,srimangal,2012,288.3277411
12,345,srimangal,2012,294.9221624
15,345,srimangal,2012,298.0308432
18,345,srimangal,2012,295.8327205
21,345,srimangal,2012,292.7240796
0,346,srimangal,2012,290.5259603
3,346,srimangal,2012,287.417336
6,346,srimangal,2012,286.4791838
9,346,srimangal,2012,289.488274
12,346,srimangal,2012,295.8716326
15,346,srimangal,2012,298.8808162
18,346,srimangal,2012,296.7530472
21,346,srimangal,2012,293.7439022
0,347,srimangal,2012,291.6161365
3,347,srimangal,2012,288.6070076
6,347,srimangal,2012,289.3194609
9,347,srimangal,2012,291.3069164
12,347,srimangal,2012,295.5230219
15,347,srimangal,2012,297.5105391
18,347,srimangal,2012,296.105182
21,347,srimangal,2012,294.1176903
0,348,srimangal,2012,292.7123353
3,348,srimangal,2012,290.7248542
6,348,srimangal,2012,288.5193049
9,348,srimangal,2012,291.0818849
12,348,srimangal,2012,296.5180355
15,348,srimangal,2012,299.0806951
18,348,srimangal,2012,297.2686595
21,348,srimangal,2012,294.7060329
0,349,srimangal,2012,292.8940001
3,349,srimangal,2012,290.3313871
6,349,srimangal,2012,288.5092687
9,349,srimangal,2012,291.2053164
12,349,srimangal,2012,296.9245999
15,349,srimangal,2012,299.6207313
18,349,srimangal,2012,297.7143189
21,349,srimangal,2012,295.0182221
0,350,srimangal,2012,293.1118126
3,350,srimangal,2012,290.4157302
6,350,srimangal,2012,287.5291989
9,350,srimangal,2012,290.4824753
12,350,srimangal,2012,296.747433
15,350,srimangal,2012,299.7008011
18,350,srimangal,2012,297.6124987
21,350,srimangal,2012,294.6591686
0,351,srimangal,2012,292.5708694
3,351,srimangal,2012,289.617555
6,351,srimangal,2012,286.7791482
9,351,srimangal,2012,289.9192794
12,351,srimangal,2012,296.5806231
15,351,srimangal,2012,299.7208518
18,351,srimangal,2012,297.5004218
21,351,srimangal,2012,294.3602335
0,352,srimangal,2012,292.1398069
3,352,srimangal,2012,288.9996353
6,352,srimangal,2012,285.0891377
9,352,srimangal,2012,288.2680959
12,352,srimangal,2012,295.0118054
15,352,srimangal,2012,298.1908623
18,352,srimangal,2012,295.9429772
21,352,srimangal,2012,292.7639612
0,353,srimangal,2012,290.5160796
3,353,srimangal,2012,287.3370806
6,353,srimangal,2012,285.8691943
9,353,srimangal,2012,288.8394575
12,353,srimangal,2012,295.1404503
15,353,srimangal,2012,298.1108057
18,353,srimangal,2012,296.0104917
21,353,srimangal,2012,293.0401745
0,354,srimangal,2012,290.9398637
3,354,srimangal,2012,287.9695623
6,354,srimangal,2012,285.0892377
9,354,srimangal,2012,287.8993397
12,354,srimangal,2012,293.8605731
15,354,srimangal,2012,296.6707623
18,354,srimangal,2012,294.6837005
21,354,srimangal,2012,291.8735474
0,355,srimangal,2012,289.8864887
3,355,srimangal,2012,287.0763506
6,355,srimangal,2012,284.479214
9,355,srimangal,2012,287.3766767
12,355,srimangal,2012,293.5232334
15,355,srimangal,2012,296.420786
18,355,srimangal,2012,294.3719502
21,355,srimangal,2012,291.4744349
0,356,srimangal,2012,289.4256024
3,356,srimangal,2012,286.5281024
6,356,srimangal,2012,284.7591996
9,356,srimangal,2012,287.7100493
12,356,srimangal,2012,293.9698591
15,356,srimangal,2012,296.9208004
18,356,srimangal,2012,294.834214
21,356,srimangal,2012,291.8833106
0,357,srimangal,2012,289.7967274
3,357,srimangal,2012,286.8458397
6,357,srimangal,2012,283.2591192
9,357,srimangal,2012,286.5060246
12,357,srimangal,2012,293.3938746
15,357,srimangal,2012,296.6408808
18,357,srimangal,2012,294.3449493
21,357,srimangal,2012,291.0979848
0,358,srimangal,2012,288.8020569
3,358,srimangal,2012,285.5551098
6,358,srimangal,2012,283.0989883
9,358,srimangal,2012,286.8288041
12,358,srimangal,2012,294.7410801
15,358,srimangal,2012,298.4710117
18,358,srimangal,2012,295.8336076
21,358,srimangal,2012,292.103724
0,359,srimangal,2012,289.466324
3,359,srimangal,2012,285.7364602
6,359,srimangal,2012,284.7990936
9,359,srimangal,2012,288.1406397
12,359,srimangal,2012,295.2292566
15,359,srimangal,2012,298.5709064
18,359,srimangal,2012,296.2080532
21,359,srimangal,2012,292.8664463
0,360,srimangal,2012,290.5035967
3,360,srimangal,2012,287.1620076
6,360,srimangal,2012,283.8091041
9,360,srimangal,2012,287.1118233
12,360,srimangal,2012,294.1180742
15,360,srimangal,2012,297.4208959
18,360,srimangal,2012,295.0854977
21,360,srimangal,2012,291.7827185
0,361,srimangal,2012,289.447324
3,361,srimangal,2012,286.1445623
6,361,srimangal,2012,281.2890179
9,361,srimangal,2012,284.9096329
12,361,srimangal,2012,292.5902548
15,361,srimangal,2012,296.2109821
18,361,srimangal,2012,293.6507954
21,361,srimangal,2012,290.0301146
0,362,srimangal,2012,287.4699319
3,362,srimangal,2012,283.8492704
6,362,srimangal,2012,281.5790192
9,362,srimangal,2012,285.1947808
12,362,srimangal,2012,292.865107
15,362,srimangal,2012,296.4809808
18,362,srimangal,2012,293.924226
21,362,srimangal,2012,290.3083987
0,363,srimangal,2012,287.7516478
3,363,srimangal,2012,284.1358397
6,363,srimangal,2012,281.0790021
9,363,srimangal,2012,284.7578575
12,363,srimangal,2012,292.5620283
15,363,srimangal,2012,296.2409979
18,363,srimangal,2012,293.6396286
21,363,srimangal,2012,289.9607063
0,364,srimangal,2012,287.359341
3,364,srimangal,2012,283.6804383
6,364,srimangal,2012,282.3390626
9,364,srimangal,2012,285.794663
12,364,srimangal,2012,293.1252297
15,364,srimangal,2012,296.5809374
18,364,srimangal,2012,294.1374348
21,364,srimangal,2012,290.6817716
0,365,srimangal,2012,288.2382728
3,365,srimangal,2012,284.782628
6,365,srimangal,2012,282.9190758
9,365,srimangal,2012,286.3261425
12,365,srimangal,2012,293.5537518
15,365,srimangal,2012,296.9609242
18,365,srimangal,2012,294.5517405
21,365,srimangal,2012,291.1446119
0,366,srimangal,2012,288.7354319
3,366,srimangal,2012,285.3283215
6,366,srimangal,2012,282.599112
9,366,srimangal,2012,285.872711
12,366,srimangal,2012,292.8171874
15,366,srimangal,2012,296.090888
18,366,srimangal,2012,293.7760811
21,366,srimangal,2012,290.5024227
0,1,srimangal,2013,288.1876194
3,1,srimangal,2013,284.9139784
6,1,srimangal,2013,283.9991298
9,1,srimangal,2013,287.2072082
12,1,srimangal,2013,294.0126922
15,1,srimangal,2013,297.2208702
18,1,srimangal,2013,294.9523938
21,1,srimangal,2013,291.7442571
0,2,srimangal,2013,289.4757842
3,2,srimangal,2013,286.2676645
6,2,srimangal,2013,283.9490679
9,2,srimangal,2013,287.3852548
12,2,srimangal,2013,294.6746386
15,2,srimangal,2013,298.1109321
18,2,srimangal,2013,295.6811571
21,2,srimangal,2013,292.2449077
0,3,srimangal,2013,289.8151365
3,3,srimangal,2013,286.3789054
6,3,srimangal,2013,284.6692614
9,3,srimangal,2013,287.3920027
12,3,srimangal,2013,293.1679128
15,3,srimangal,2013,295.8907386
18,3,srimangal,2013,293.9654507
21,3,srimangal,2013,291.2426599
0,4,srimangal,2013,289.3173751
3,4,srimangal,2013,286.5945988
6,4,srimangal,2013,287.2592502
9,4,srimangal,2013,290.0232452
12,4,srimangal,2013,295.886669
15,4,srimangal,2013,298.6507498
18,4,srimangal,2013,296.6962909
21,4,srimangal,2013,293.9322457
0,5,srimangal,2013,291.9777899
3,5,srimangal,2013,289.2137594
6,5,srimangal,2013,284.9991752
9,5,srimangal,2013,288.0398123
12,5,srimangal,2013,294.4900933
15,5,srimangal,2013,297.5308248
18,5,srimangal,2013,295.3807485
21,5,srimangal,2013,292.340056
0,6,srimangal,2013,290.189983
3,6,srimangal,2013,287.1493068
6,6,srimangal,2013,284.1991258
9,6,srimangal,2013,287.4217644
12,6,srimangal,2013,294.2581356
15,6,srimangal,2013,297.4808742
18,6,srimangal,2013,295.2021021
21,6,srimangal,2013,291.979405
0,7,srimangal,2013,289.7006365
3,7,srimangal,2013,286.4779565
6,7,srimangal,2013,281.9990699
9,7,srimangal,2013,285.4279767
12,7,srimangal,2013,292.7019169
15,7,srimangal,2013,296.1309301
18,7,srimangal,2013,293.7063029
21,7,srimangal,2013,290.2773338
0,8,srimangal,2013,287.8527103
3,8,srimangal,2013,284.4237594
6,8,srimangal,2013,280.6191462
9,8,srimangal,2013,283.7665575
12,8,srimangal,2013,290.4433448
15,8,srimangal,2013,293.5908538
18,8,srimangal,2013,291.3652759
21,8,srimangal,2013,288.2178074
0,9,srimangal,2013,285.992233
3,9,srimangal,2013,282.8447813
6,9,srimangal,2013,278.3690087
9,9,srimangal,2013,282.0235973
12,9,srimangal,2013,289.7762893
15,9,srimangal,2013,293.4309913
18,9,srimangal,2013,290.8467815
21,9,srimangal,2013,287.1921264
0,10,srimangal,2013,284.6079206
3,10,srimangal,2013,280.953285
6,10,srimangal,2013,278.45906
9,10,srimangal,2013,281.9243671
12,10,srimangal,2013,289.2755253
15,10,srimangal,2013,292.74094
18,10,srimangal,2013,290.2905737
21,10,srimangal,2013,286.8252035
0,11,srimangal,2013,284.374841
3,11,srimangal,2013,280.9094893
6,11,srimangal,2013,279.66911
9,11,srimangal,2013,282.949989
12,11,srimangal,2013,289.9099091
15,11,srimangal,2013,293.19089
18,11,srimangal,2013,290.8709353
21,11,srimangal,2013,287.5899966
0,12,srimangal,2013,285.2700456
3,12,srimangal,2013,281.9891244
6,12,srimangal,2013,281.7890857
9,12,srimangal,2013,285.159752
12,12,srimangal,2013,292.3101433
15,12,srimangal,2013,295.6809143
18,12,srimangal,2013,293.2974698
21,12,srimangal,2013,289.9267421
0,13,srimangal,2013,287.5433012
3,13,srimangal,2013,284.1725915
6,13,srimangal,2013,281.4789843
9,13,srimangal,2013,285.2233603
12,13,srimangal,2013,293.1665235
15,13,srimangal,2013,296.9110157
18,13,srimangal,2013,294.2633159
21,13,srimangal,2013,290.5188719
0,14,srimangal,2013,287.8711762
3,14,srimangal,2013,284.1267521
6,14,srimangal,2013,282.6089711
9,14,srimangal,2013,286.4018808
12,14,srimangal,2013,294.4480015
15,14,srimangal,2013,298.2410289
18,14,srimangal,2013,295.5590102
21,14,srimangal,2013,291.7660316
0,15,srimangal,2013,289.0840172
3,15,srimangal,2013,285.2910587
6,15,srimangal,2013,285.2691291
9,15,srimangal,2013,288.4796342
12,15,srimangal,2013,295.2902661
15,15,srimangal,2013,298.5008709
18,15,srimangal,2013,296.2306785
21,15,srimangal,2013,293.020115
0,16,srimangal,2013,290.7499262
3,16,srimangal,2013,287.5393798
6,16,srimangal,2013,284.9390554
9,16,srimangal,2013,288.4213493
12,16,srimangal,2013,295.8085426
15,16,srimangal,2013,299.2909446
18,16,srimangal,2013,296.8285667
21,16,srimangal,2013,293.3462094
0,17,srimangal,2013,290.8838353
3,17,srimangal,2013,287.4014966
6,17,srimangal,2013,286.0990475
9,17,srimangal,2013,289.6104616
12,17,srimangal,2013,297.0594294
15,17,srimangal,2013,300.5709525
18,17,srimangal,2013,298.0879833
21,17,srimangal,2013,294.5765053
0,18,srimangal,2013,292.0935399
3,18,srimangal,2013,288.5820806
6,18,srimangal,2013,287.589112
9,18,srimangal,2013,290.862711
12,18,srimangal,2013,297.8071874
15,18,srimangal,2013,301.080888
18,18,srimangal,2013,298.7660811
21,18,srimangal,2013,295.4924227
0,19,srimangal,2013,293.1776194
3,19,srimangal,2013,289.9039784
6,19,srimangal,2013,286.6090442
9,19,srimangal,2013,290.1325918
12,19,srimangal,2013,297.6072989
15,19,srimangal,2013,301.1309558
18,19,srimangal,2013,298.6394068
21,19,srimangal,2013,295.1157952
0,20,srimangal,2013,292.6242501
3,20,srimangal,2013,289.1006572
6,20,srimangal,2013,286.9891252
9,20,srimangal,2013,290.2141904
12,20,srimangal,2013,297.0557095
15,20,srimangal,2013,300.2808748
18,20,srimangal,2013,298.0003868
21,20,srimangal,2013,294.775263
0,21,srimangal,2013,292.4947785
3,21,srimangal,2013,289.2696718
6,21,srimangal,2013,286.199139
9,21,srimangal,2013,289.3732438
12,21,srimangal,2013,296.1066577
15,21,srimangal,2013,299.280861
18,21,srimangal,2013,297.0364078
21,21,srimangal,2013,293.8622453
0,22,srimangal,2013,291.6177955
3,22,srimangal,2013,288.4436499
6,22,srimangal,2013,283.0188941
9,22,srimangal,2013,287.095726
12,22,srimangal,2013,295.7441474
15,22,srimangal,2013,299.8211059
18,22,srimangal,2013,296.938322
21,22,srimangal,2013,292.8614159
0,23,srimangal,2013,289.9786365
3,23,srimangal,2013,285.9017522
6,23,srimangal,2013,282.6088467
9,23,srimangal,2013,286.8604
12,23,srimangal,2013,295.879468
15,23,srimangal,2013,300.1311533
18,23,srimangal,2013,297.1248215
21,23,srimangal,2013,292.8731909
0,24,srimangal,2013,289.8668638
3,24,srimangal,2013,285.6152558
6,24,srimangal,2013,281.3588382
9,24,srimangal,2013,285.6419383
12,24,srimangal,2013,294.7279287
15,24,srimangal,2013,299.0111618
18,24,srimangal,2013,295.9825228
21,24,srimangal,2013,291.6993447
0,25,srimangal,2013,288.6707104
3,25,srimangal,2013,284.3875551
6,25,srimangal,2013,279.8388197
9,25,srimangal,2013,284.1898671
12,25,srimangal,2013,293.4199978
15,25,srimangal,2013,297.7711803
18,25,srimangal,2013,294.6944948
21,25,srimangal,2013,290.3433683
0,26,srimangal,2013,287.2666876
3,26,srimangal,2013,282.9155843
6,26,srimangal,2013,279.2088079
9,26,srimangal,2013,283.6035356
12,26,srimangal,2013,292.926328
15,26,srimangal,2013,297.3211921
18,26,srimangal,2013,294.2136197
21,26,srimangal,2013,289.8188121
0,27,srimangal,2013,286.7112444
3,27,srimangal,2013,282.3164602
6,27,srimangal,2013,280.5288737
9,27,srimangal,2013,284.6809329
12,27,srimangal,2013,293.4889383
15,27,srimangal,2013,297.6411263
18,27,srimangal,2013,294.7051481
21,27,srimangal,2013,290.5530135
0,28,srimangal,2013,287.6170399
3,28,srimangal,2013,283.4649274
6,28,srimangal,2013,284.2489909
9,28,srimangal,2013,287.9691
12,28,srimangal,2013,295.8607845
15,28,srimangal,2013,299.5810091
18,28,srimangal,2013,296.9504688
21,28,srimangal,2013,293.230292
0,29,srimangal,2013,290.5997558
3,29,srimangal,2013,286.8795989
6,29,srimangal,2013,283.9189409
9,29,srimangal,2013,287.8234781
12,29,srimangal,2013,296.1064007
15,29,srimangal,2013,300.0110591
18,29,srimangal,2013,297.2501072
21,29,srimangal,2013,293.3454989
0,30,srimangal,2013,290.5845513
3,30,srimangal,2013,286.6799638
6,30,srimangal,2013,282.9689356
9,30,srimangal,2013,286.8928863
12,30,srimangal,2013,295.2169919
15,30,srimangal,2013,299.1410644
18,30,srimangal,2013,296.3663849
21,30,srimangal,2013,292.4423628
0,31,srimangal,2013,289.6676876
3,31,srimangal,2013,285.7436865
6,31,srimangal,2013,284.8490047
9,31,srimangal,2013,288.5181534
12,31,srimangal,2013,296.3017327
15,31,srimangal,2013,299.9709953
18,31,srimangal,2013,297.3764898
21,31,srimangal,2013,293.7072743
0,32,srimangal,2013,291.1127728
3,32,srimangal,2013,287.443577
6,32,srimangal,2013,285.9891456
9,32,srimangal,2013,289.1389836
12,32,srimangal,2013,295.8209187
15,32,srimangal,2013,298.9708544
18,32,srimangal,2013,296.7435606
21,32,srimangal,2013,293.5936654
0,33,srimangal,2013,291.3663751
3,33,srimangal,2013,288.2164966
6,33,srimangal,2013,284.948952
9,33,srimangal,2013,288.8122356
12,33,srimangal,2013,297.0076445
15,33,srimangal,2013,300.871048
18,33,srimangal,2013,298.139267
21,33,srimangal,2013,294.2759132
0,34,srimangal,2013,291.5441365
3,34,srimangal,2013,287.6808033
6,34,srimangal,2013,286.849058
9,34,srimangal,2013,290.3216452
12,34,srimangal,2013,297.688247
15,34,srimangal,2013,301.160942
18,34,srimangal,2013,298.7054278
21,34,srimangal,2013,295.2327775
0,35,srimangal,2013,292.7772671
3,35,srimangal,2013,289.3046353
6,35,srimangal,2013,285.9589362
9,35,srimangal,2013,289.8804603
12,35,srimangal,2013,298.199418
15,35,srimangal,2013,302.1210638
18,35,srimangal,2013,299.3481002
21,35,srimangal,2013,295.4265048
0,36,srimangal,2013,292.6535456
3,36,srimangal,2013,288.7319711
6,36,srimangal,2013,288.7089942
9,36,srimangal,2013,292.4169699
12,36,srimangal,2013,300.2829151
15,36,srimangal,2013,303.9910058
18,36,srimangal,2013,301.3690452
21,36,srimangal,2013,297.6610021
0,37,srimangal,2013,295.0390456
3,37,srimangal,2013,291.3310222
6,37,srimangal,2013,288.8789132
9,37,srimangal,2013,292.8853712
12,37,srimangal,2013,301.3845044
15,37,srimangal,2013,305.3910868
18,37,srimangal,2013,302.5580652
21,37,srimangal,2013,298.5515343
0,38,srimangal,2013,295.7185172
3,38,srimangal,2013,291.7120076
6,38,srimangal,2013,289.6990159
9,38,srimangal,2013,293.326911
12,38,srimangal,2013,301.0229764
15,38,srimangal,2013,304.6509841
18,38,srimangal,2013,302.0856496
21,38,srimangal,2013,298.4576886
0,39,srimangal,2013,295.8923581
3,39,srimangal,2013,292.2644164
6,39,srimangal,2013,289.7091456
9,39,srimangal,2013,292.8589836
12,39,srimangal,2013,299.5409187
15,39,srimangal,2013,302.6908544
18,39,srimangal,2013,300.4635606
21,39,srimangal,2013,297.3136654
0,40,srimangal,2013,295.0863751
3,40,srimangal,2013,291.9364966
6,40,srimangal,2013,286.8189692
9,40,srimangal,2013,290.6191589
12,40,srimangal,2013,298.6807232
15,40,srimangal,2013,302.4810308
18,40,srimangal,2013,299.7938644
21,40,srimangal,2013,295.9936056
0,41,srimangal,2013,293.3064433
3,41,srimangal,2013,289.5062047
6,41,srimangal,2013,284.7587618
9,41,srimangal,2013,289.3233575
12,41,srimangal,2013,299.0065008
15,41,srimangal,2013,303.5712382
18,41,srimangal,2013,300.3435498
21,41,srimangal,2013,295.778871
0,42,srimangal,2013,292.5511876
3,42,srimangal,2013,287.9865332
6,42,srimangal,2013,285.698823
9,42,srimangal,2013,290.037737
12,42,srimangal,2013,299.2421284
15,42,srimangal,2013,303.581177
18,42,srimangal,2013,300.5130712
21,42,srimangal,2013,296.1740784
0,43,srimangal,2013,293.1059774
3,43,srimangal,2013,288.7670077
6,43,srimangal,2013,287.6989099
9,43,srimangal,2013,291.7175014
12,43,srimangal,2013,300.2423739
15,43,srimangal,2013,304.2610901
18,43,srimangal,2013,301.4194888
21,43,srimangal,2013,297.4008243
0,44,srimangal,2013,294.5592274
3,44,srimangal,2013,290.5405843
6,44,srimangal,2013,286.3788638
9,44,srimangal,2013,290.5673233
12,44,srimangal,2013,299.4525467
15,44,srimangal,2013,303.6411362
18,44,srimangal,2013,300.6794189
21,44,srimangal,2013,296.4908833
0,45,srimangal,2013,293.5291706
3,45,srimangal,2013,289.3406573
6,45,srimangal,2013,286.4988487
9,45,srimangal,2013,290.7431219
12,45,srimangal,2013,299.7467464
15,45,srimangal,2013,303.9911513
18,45,srimangal,2013,300.9899673
21,45,srimangal,2013,296.7456169
0,46,srimangal,2013,293.7444376
3,46,srimangal,2013,289.5001099
6,46,srimangal,2013,288.2189428
9,46,srimangal,2013,292.1162
12,46,srimangal,2013,300.383679
15,46,srimangal,2013,304.2810572
18,46,srimangal,2013,301.525253
21,46,srimangal,2013,297.627925
0,47,srimangal,2013,294.8721251
3,47,srimangal,2013,290.9748179
6,47,srimangal,2013,287.6187835
9,47,srimangal,2013,292.1032986
12,47,srimangal,2013,301.6165622
15,47,srimangal,2013,306.1012165
18,47,srimangal,2013,302.9301541
21,47,srimangal,2013,298.4455575
0,48,srimangal,2013,295.2745001
3,48,srimangal,2013,290.7899274
6,48,srimangal,2013,290.919168
9,48,srimangal,2013,293.9864986
12,48,srimangal,2013,300.4934062
15,48,srimangal,2013,303.560832
18,48,srimangal,2013,301.3918803
21,48,srimangal,2013,298.3244939
0,49,srimangal,2013,296.1555455
3,49,srimangal,2013,293.0881754
6,49,srimangal,2013,288.2492542
9,49,srimangal,2013,290.998689
12,49,srimangal,2013,296.8312256
15,49,srimangal,2013,299.5807458
18,49,srimangal,2013,297.6365826
21,49,srimangal,2013,294.8870978
0,50,srimangal,2013,292.9429376
3,50,srimangal,2013,290.1934674
6,50,srimangal,2013,286.2490271
9,50,srimangal,2013,289.8356685
12,50,srimangal,2013,297.4442202
15,50,srimangal,2013,301.0309729
18,50,srimangal,2013,298.4948094
21,50,srimangal,2013,294.9081028
0,51,srimangal,2013,292.3719433
3,51,srimangal,2013,288.7852558
6,51,srimangal,2013,286.6189553
9,51,srimangal,2013,290.4701055
12,51,srimangal,2013,298.639775
15,51,srimangal,2013,302.4910447
18,51,srimangal,2013,299.7678434
21,51,srimangal,2013,295.9166233
0,52,srimangal,2013,293.1934263
3,52,srimangal,2013,289.3422266
6,52,srimangal,2013,286.5588731
9,52,srimangal,2013,290.7133589
12,52,srimangal,2013,299.5265122
15,52,srimangal,2013,303.6811269
18,52,srimangal,2013,300.7434328
21,52,srimangal,2013,296.5888715
0,53,srimangal,2013,293.6511819
3,53,srimangal,2013,289.4966427
6,53,srimangal,2013,287.868796
9,53,srimangal,2013,292.3072041
12,53,srimangal,2013,301.7226581
15,53,srimangal,2013,306.161204
18,53,srimangal,2013,303.0227446
21,53,srimangal,2013,298.5842558
0,54,srimangal,2013,295.4458013
3,54,srimangal,2013,291.0073361
6,54,srimangal,2013,289.1388118
9,54,srimangal,2013,293.5189794
12,54,srimangal,2013,302.8108846
15,54,srimangal,2013,307.1911882
18,54,srimangal,2013,304.0939114
21,54,srimangal,2013,299.7136641
0,55,srimangal,2013,296.6163922
3,55,srimangal,2013,292.2361683
6,55,srimangal,2013,289.7288474
9,55,srimangal,2013,293.977974
12,55,srimangal,2013,302.9918942
15,55,srimangal,2013,307.2411526
18,55,srimangal,2013,304.2365367
21,55,srimangal,2013,299.9873329
0,56,srimangal,2013,296.9827217
3,56,srimangal,2013,292.7335405
6,56,srimangal,2013,289.798852
9,56,srimangal,2013,294.0309918
12,56,srimangal,2013,303.0088769
15,56,srimangal,2013,307.241148
18,56,srimangal,2013,304.2485437
21,56,srimangal,2013,300.016327
0,57,srimangal,2013,297.0237274
3,57,srimangal,2013,292.7915332
6,57,srimangal,2013,290.8489665
9,57,srimangal,2013,294.658863
12,57,srimangal,2013,302.7410187
15,57,srimangal,2013,306.5510335
18,57,srimangal,2013,303.8570033
21,57,srimangal,2013,300.0470375
0,58,srimangal,2013,297.3530115
3,58,srimangal,2013,293.543066
6,58,srimangal,2013,290.7089672
9,58,srimangal,2013,294.516437
12,58,srimangal,2013,302.5934448
15,58,srimangal,2013,306.4010328
18,58,srimangal,2013,303.7087185
21,58,srimangal,2013,299.9011795
0,59,srimangal,2013,297.2088694
3,59,srimangal,2013,293.4013507
6,59,srimangal,2013,289.3488573
9,59,srimangal,2013,293.5615836
12,59,srimangal,2013,302.4982857
15,59,srimangal,2013,306.7111427
18,59,srimangal,2013,303.732266
21,59,srimangal,2013,299.5194631
0,60,srimangal,2013,296.540591
3,60,srimangal,2013,292.3278106
6,60,srimangal,2013,288.8388645
9,60,srimangal,2013,293.0248973
12,60,srimangal,2013,301.9049728
15,60,srimangal,2013,306.0911355
18,60,srimangal,2013,303.1311341
21,60,srimangal,2013,298.9450253
0,61,srimangal,2013,295.9850285
3,61,srimangal,2013,291.798942
6,61,srimangal,2013,288.4488303
9,61,srimangal,2013,292.7610507
12,61,srimangal,2013,301.9088155
15,61,srimangal,2013,306.2211697
18,61,srimangal,2013,303.1719393
21,61,srimangal,2013,298.8596405
0,62,srimangal,2013,295.8104149
3,62,srimangal,2013,291.4981391
6,62,srimangal,2013,288.2787625
9,62,srimangal,2013,292.8409315
12,62,srimangal,2013,302.5189269
15,62,srimangal,2013,307.0812375
18,62,srimangal,2013,303.855265
21,62,srimangal,2013,299.2930131
0,63,srimangal,2013,296.0670456
3,63,srimangal,2013,291.5048179
6,63,srimangal,2013,288.7488118
9,63,srimangal,2013,293.1289794
12,63,srimangal,2013,302.4208846
15,63,srimangal,2013,306.8011882
18,63,srimangal,2013,303.7039114
21,63,srimangal,2013,299.3236641
0,64,srimangal,2013,296.2263922
3,64,srimangal,2013,291.8461683
6,64,srimangal,2013,288.4787704
9,64,srimangal,2013,293.0118192
12,64,srimangal,2013,302.6280401
15,64,srimangal,2013,307.1612296
18,64,srimangal,2013,303.9558485
21,64,srimangal,2013,299.4227172
0,65,srimangal,2013,296.217341
3,65,srimangal,2013,291.684234
6,65,srimangal,2013,289.4888731
9,65,srimangal,2013,293.6433589
12,65,srimangal,2013,302.4565122
15,65,srimangal,2013,306.6111269
18,65,srimangal,2013,303.6734328
21,65,srimangal,2013,299.5188715
0,66,srimangal,2013,296.5811819
3,66,srimangal,2013,292.4266427
6,66,srimangal,2013,289.3088237
9,66,srimangal,2013,293.6453109
12,66,srimangal,2013,302.8445545
15,66,srimangal,2013,307.1811763
18,66,srimangal,2013,304.1147865
21,66,srimangal,2013,299.7782204
0,67,srimangal,2013,296.7118354
3,67,srimangal,2013,292.3752923
6,67,srimangal,2013,292.6590146
9,67,srimangal,2013,296.291763
12,67,srimangal,2013,303.9981242
15,67,srimangal,2013,307.6309854
18,67,srimangal,2013,305.062219
21,67,srimangal,2013,301.4294046
0,68,srimangal,2013,298.8606422
3,68,srimangal,2013,295.227847
6,68,srimangal,2013,289.9288803
9,68,srimangal,2013,294.0566726
12,68,srimangal,2013,302.8131993
15,68,srimangal,2013,306.9411197
18,68,srimangal,2013,304.022301
21,68,srimangal,2013,299.8944336
0,69,srimangal,2013,296.9756194
3,69,srimangal,2013,292.8477741
6,69,srimangal,2013,289.2287776
9,69,srimangal,2013,293.7351329
12,69,srimangal,2013,303.2947273
15,69,srimangal,2013,307.8012224
18,69,srimangal,2013,304.6147166
21,69,srimangal,2013,300.1082794
0,70,srimangal,2013,296.9217785
3,70,srimangal,2013,292.4153653
6,70,srimangal,2013,291.0289211
9,70,srimangal,2013,295.0062589
12,70,srimangal,2013,303.4436177
15,70,srimangal,2013,307.4210789
18,70,srimangal,2013,304.6086486
21,70,srimangal,2013,300.6312385
0,71,srimangal,2013,297.8188126
3,71,srimangal,2013,293.8414237
6,71,srimangal,2013,292.1389889
9,71,srimangal,2013,295.8663781
12,71,srimangal,2013,303.7735062
15,71,srimangal,2013,307.5010111
18,71,srimangal,2013,304.8653229
21,71,srimangal,2013,301.137866
0,72,srimangal,2013,298.5021819
3,72,srimangal,2013,294.7747448
6,72,srimangal,2013,294.2591699
9,72,srimangal,2013,297.3192205
12,72,srimangal,2013,303.8106845
15,72,srimangal,2013,306.8708301
18,72,srimangal,2013,304.7070262
21,72,srimangal,2013,301.6469199
0,73,srimangal,2013,299.4831194
3,73,srimangal,2013,296.4230295
6,73,srimangal,2013,294.4991949
9,73,srimangal,2013,297.4670315
12,73,srimangal,2013,303.7628764
15,73,srimangal,2013,306.7308051
18,73,srimangal,2013,304.632207
