time,day,area,year,air_temp
12,240,srimangal,1993,302.9056322
15,240,srimangal,1993,304.6504733
18,240,srimangal,1993,303.4167104
21,240,srimangal,1993,301.6718917
0,241,srimangal,1993,300.4381307
3,241,srimangal,1993,298.6933213
6,241,srimangal,1993,298.1496834
9,241,srimangal,1993,299.3169192
12,241,srimangal,1993,301.7930446
15,241,srimangal,1993,302.9603166
18,241,srimangal,1993,302.1349481
21,241,srimangal,1993,300.9676911
0,242,srimangal,1993,300.1423239
3,242,srimangal,1993,298.9750731
6,242,srimangal,1993,298.1096064
9,242,srimangal,1993,299.5607644
12,242,srimangal,1993,302.6391906
15,242,srimangal,1993,304.0903936
18,242,srimangal,1993,303.0642598
21,242,srimangal,1993,301.6130754
0,243,srimangal,1993,300.5869432
3,243,srimangal,1993,299.1357665
6,243,srimangal,1993,297.4595544
9,243,srimangal,1993,299.1024205
12,243,srimangal,1993,302.5875285
15,243,srimangal,1993,304.2304456
18,243,srimangal,1993,303.0687524
21,243,srimangal,1993,301.4258563
0,244,srimangal,1993,300.2641648
3,244,srimangal,1993,298.6212775
6,244,srimangal,1993,297.5297104
9,244,srimangal,1993,298.5974521
12,244,srimangal,1993,300.8625148
15,244,srimangal,1993,301.9302896
18,244,srimangal,1993,301.1752748
21,244,srimangal,1993,300.1075137
0,245,srimangal,1993,299.3525
3,245,srimangal,1993,298.2847446
6,245,srimangal,1993,296.969792
9,245,srimangal,1993,297.7366247
12,245,srimangal,1993,299.3633515
15,245,srimangal,1993,300.130208
18,245,srimangal,1993,299.5879701
21,245,srimangal,1993,298.8211235
0,246,srimangal,1993,298.2788864
3,246,srimangal,1993,297.5120439
6,246,srimangal,1993,296.4097255
9,246,srimangal,1993,297.4216534
12,246,srimangal,1993,299.5683152
15,246,srimangal,1993,300.5802745
18,246,srimangal,1993,299.8647263
21,246,srimangal,1993,298.85278
0,247,srimangal,1993,298.137233
3,247,srimangal,1993,297.1252921
6,247,srimangal,1993,296.7494997
9,247,srimangal,1993,298.5937808
12,247,srimangal,1993,302.5061619
15,247,srimangal,1993,304.3505003
18,247,srimangal,1993,303.0463837
21,247,srimangal,1993,301.2020691
0,248,srimangal,1993,299.8979546
3,248,srimangal,1993,298.0536498
6,248,srimangal,1993,297.4095623
9,248,srimangal,1993,299.0233082
12,248,srimangal,1993,302.4466417
15,248,srimangal,1993,304.0604377
18,248,srimangal,1993,302.9193358
21,248,srimangal,1993,301.3055605
0,249,srimangal,1993,300.1644603
3,249,srimangal,1993,298.5506936
6,249,srimangal,1993,297.7895985
9,249,srimangal,1993,299.2698767
12,249,srimangal,1993,302.4100773
15,249,srimangal,1993,303.8904015
18,249,srimangal,1993,302.8436764
21,249,srimangal,1993,301.3633713
0,250,srimangal,1993,300.3166478
3,250,srimangal,1993,298.8363505
6,250,srimangal,1993,297.5995517
9,250,srimangal,1993,299.2521247
12,250,srimangal,1993,302.7578241
15,250,srimangal,1993,304.4104483
18,250,srimangal,1993,303.2418912
21,250,srimangal,1993,301.5892882
0,251,srimangal,1993,300.420733
3,251,srimangal,1993,298.7681388
6,251,srimangal,1993,297.5295261
9,251,srimangal,1993,299.2767397
12,251,srimangal,1993,302.983206
15,251,srimangal,1993,304.7304739
18,251,srimangal,1993,303.4949951
21,251,srimangal,1993,301.7477497
0,252,srimangal,1993,300.5122728
3,252,srimangal,1993,298.7650366
6,252,srimangal,1993,297.869553
9,252,srimangal,1993,299.5172726
12,252,srimangal,1993,303.0126763
15,252,srimangal,1993,304.660447
18,252,srimangal,1993,303.4953218
21,252,srimangal,1993,301.8475723
0,253,srimangal,1993,300.6824489
3,253,srimangal,1993,299.0347082
6,253,srimangal,1993,297.6296004
9,253,srimangal,1993,299.1025986
12,253,srimangal,1993,302.2273557
15,253,srimangal,1993,303.7003996
18,253,srimangal,1993,302.6588223
21,253,srimangal,1993,301.1857973
0,254,srimangal,1993,300.1442216
3,254,srimangal,1993,298.6712045
6,254,srimangal,1993,297.7595649
9,254,srimangal,1993,299.3636041
12,254,srimangal,1993,302.7663461
15,254,srimangal,1993,304.3704351
18,254,srimangal,1993,303.2361969
21,254,srimangal,1993,301.6321285
0,255,srimangal,1993,300.4978921
3,255,srimangal,1993,298.8938323
6,255,srimangal,1993,297.9396366
9,255,srimangal,1993,299.2791671
12,255,srimangal,1993,302.1207913
15,255,srimangal,1993,303.4603634
18,255,srimangal,1993,302.5131629
21,255,srimangal,1993,301.1736081
0,256,srimangal,1993,300.2264091
3,256,srimangal,1993,298.8868614
6,256,srimangal,1993,297.1895761
9,256,srimangal,1993,298.7523616
12,256,srimangal,1993,302.0675899
15,256,srimangal,1993,303.6304239
18,256,srimangal,1993,302.5253567
21,256,srimangal,1993,300.9625428
0,257,srimangal,1993,299.8574773
3,257,srimangal,1993,298.2946717
6,257,srimangal,1993,298.179686
9,257,srimangal,1993,299.3372151
12,257,srimangal,1993,301.792749
15,257,srimangal,1993,302.950314
18,257,srimangal,1993,302.1318093
21,257,srimangal,1993,300.9742592
0,258,srimangal,1993,300.1557557
3,258,srimangal,1993,298.9982118
6,258,srimangal,1993,297.0595491
9,258,srimangal,1993,298.7218288
12,258,srimangal,1993,302.2481196
15,258,srimangal,1993,303.9104509
18,258,srimangal,1993,302.7350301
21,258,srimangal,1993,301.0727202
0,259,srimangal,1993,299.8973012
3,259,srimangal,1993,298.2350001
6,259,srimangal,1993,296.8294991
9,259,srimangal,1993,298.6762068
12,259,srimangal,1993,302.5937358
15,259,srimangal,1993,304.4405009
18,259,srimangal,1993,303.1346685
21,259,srimangal,1993,301.2879271
0,260,srimangal,1993,299.9820966
3,260,srimangal,1993,298.1353651
6,260,srimangal,1993,296.9894648
9,260,srimangal,1993,298.9623603
12,260,srimangal,1993,303.1475785
15,260,srimangal,1993,305.1205352
18,260,srimangal,1993,303.7254737
21,260,srimangal,1993,301.7525424
0,261,srimangal,1993,300.357483
3,261,srimangal,1993,298.3845622
6,261,srimangal,1993,297.689453
9,261,srimangal,1993,299.7060288
12,261,srimangal,1993,303.9839086
15,261,srimangal,1993,306.000547
18,261,srimangal,1993,304.5745985
21,261,srimangal,1993,302.5579861
0,262,srimangal,1993,301.1320398
3,262,srimangal,1993,299.1154381
6,262,srimangal,1993,298.0594629
9,262,srimangal,1993,300.0396384
12,262,srimangal,1993,304.2403002
15,262,srimangal,1993,306.2205371
18,262,srimangal,1993,304.8203278
21,262,srimangal,1993,302.8401163
0,263,srimangal,1993,301.4399091
3,263,srimangal,1993,299.4597082
6,263,srimangal,1993,298.7597341
9,263,srimangal,1993,299.7401151
12,263,srimangal,1993,301.8198545
15,263,srimangal,1993,302.8002659
18,263,srimangal,1993,302.107025
21,263,srimangal,1993,301.1266262
0,264,srimangal,1993,300.4333864
3,264,srimangal,1993,299.4529928
6,264,srimangal,1993,297.8196965
9,264,srimangal,1993,298.9383986
12,264,srimangal,1993,301.3115667
15,264,srimangal,1993,302.4303035
18,264,srimangal,1993,301.6392538
21,264,srimangal,1993,300.5205314
0,265,srimangal,1993,299.729483
3,265,srimangal,1993,298.6107665
6,265,srimangal,1993,297.4595952
9,265,srimangal,1993,298.9520068
12,265,srimangal,1993,302.1179468
15,265,srimangal,1993,303.6104048
18,265,srimangal,1993,302.5551
21,265,srimangal,1993,301.0626612
0,266,srimangal,1993,300.007358
3,266,srimangal,1993,298.5149271
6,266,srimangal,1993,297.2996235
9,266,srimangal,1993,298.6876877
12,266,srimangal,1993,301.6322692
15,266,srimangal,1993,303.0203765
18,266,srimangal,1993,302.0388572
21,266,srimangal,1993,300.6507678
0,267,srimangal,1993,299.66925
3,267,srimangal,1993,298.281168
6,267,srimangal,1993,297.629767
9,267,srimangal,1993,298.4888137
12,267,srimangal,1993,300.3111596
15,267,srimangal,1993,301.170233
18,267,srimangal,1993,300.5627893
21,267,srimangal,1993,299.7037269
0,268,srimangal,1993,299.0962841
3,268,srimangal,1993,298.2372264
6,268,srimangal,1993,296.269501
9,268,srimangal,1993,298.1089288
12,268,srimangal,1993,302.0110141
15,268,srimangal,1993,303.850499
18,268,srimangal,1993,302.5498143
21,268,srimangal,1993,300.7103531
0,269,srimangal,1993,299.4096705
3,269,srimangal,1993,297.5702191
6,269,srimangal,1993,297.0696564
9,269,srimangal,1993,298.3363863
12,269,srimangal,1993,301.0235744
15,269,srimangal,1993,302.2903436
18,269,srimangal,1993,301.3946215
21,269,srimangal,1993,300.1278685
0,270,srimangal,1993,299.2321478
3,270,srimangal,1993,297.9654016
6,270,srimangal,1993,297.1697466
9,270,srimangal,1993,298.1040205
12,270,srimangal,1993,300.0859505
15,270,srimangal,1993,301.0202534
18,270,srimangal,1993,300.3596154
21,270,srimangal,1993,299.4253245
0,271,srimangal,1993,298.7646875
3,271,srimangal,1993,297.8304015
6,271,srimangal,1993,296.7496274
9,271,srimangal,1993,298.1231315
12,271,srimangal,1993,301.0368259
15,271,srimangal,1993,302.4103726
18,271,srimangal,1993,301.4391489
21,271,srimangal,1993,300.0656199
0,272,srimangal,1993,299.0943978
3,272,srimangal,1993,297.720876
6,272,srimangal,1993,296.7796788
9,272,srimangal,1993,297.9639014
12,272,srimangal,1993,300.4760619
15,272,srimangal,1993,301.6603212
18,272,srimangal,1993,300.8229411
21,272,srimangal,1993,299.638697
0,273,srimangal,1993,298.8013182
3,273,srimangal,1993,297.6170804
6,273,srimangal,1993,296.2595906
9,273,srimangal,1993,297.768989
12,273,srimangal,1993,300.9709641
15,273,srimangal,1993,302.4804094
18,273,srimangal,1993,301.413093
21,273,srimangal,1993,299.9036671
0,274,srimangal,1993,298.8363523
3,274,srimangal,1993,297.3269344
6,274,srimangal,1993,296.4094991
9,274,srimangal,1993,298.2562068
12,274,srimangal,1993,302.1737358
15,274,srimangal,1993,304.0205009
18,274,srimangal,1993,302.7146685
21,274,srimangal,1993,300.8679271
0,275,srimangal,1993,299.5620966
3,275,srimangal,1993,297.7153651
6,275,srimangal,1993,297.50984
9,275,srimangal,1993,298.0995247
12,275,srimangal,1993,299.350457
15,275,srimangal,1993,299.94016
18,275,srimangal,1993,299.5231859
21,275,srimangal,1993,298.9334905
0,276,srimangal,1993,298.5165171
3,276,srimangal,1993,297.9268249
6,276,srimangal,1993,297.1097545
9,276,srimangal,1993,298.0149082
12,276,srimangal,1993,299.9350637
15,276,srimangal,1993,300.8402455
18,276,srimangal,1993,300.2001989
21,276,srimangal,1993,299.2950287
0,277,srimangal,1993,298.654983
3,277,srimangal,1993,297.7498176
6,277,srimangal,1993,296.3694971
9,277,srimangal,1993,298.2234849
12,277,srimangal,1993,302.1564575
15,277,srimangal,1993,304.0105029
18,277,srimangal,1993,302.6995226
21,277,srimangal,1993,300.8455011
0,278,srimangal,1993,299.5345228
3,278,srimangal,1993,297.6805111
6,278,srimangal,1993,297.1894984
9,278,srimangal,1993,299.0386329
12,278,srimangal,1993,302.9613097
15,278,srimangal,1993,304.8105016
18,278,srimangal,1993,303.5029532
21,278,srimangal,1993,301.6537851
0,279,srimangal,1993,300.3462387
3,279,srimangal,1993,298.4970805
6,279,srimangal,1993,297.5095504
9,279,srimangal,1993,299.1669767
12,279,srimangal,1993,302.6829718
15,279,srimangal,1993,304.3404496
18,279,srimangal,1993,303.1684607
21,279,srimangal,1993,301.5110042
0,280,srimangal,1993,300.3390171
3,280,srimangal,1993,298.6815695
6,280,srimangal,1993,297.5697406
9,280,srimangal,1993,298.5258548
12,280,srimangal,1993,300.5541155
15,280,srimangal,1993,301.5102594
18,280,srimangal,1993,300.8341779
21,280,srimangal,1993,299.8780464
0,281,srimangal,1993,299.2019659
3,281,srimangal,1993,298.2458395
6,281,srimangal,1993,296.9095043
9,281,srimangal,1993,298.7367986
12,281,srimangal,1993,302.6131447
15,281,srimangal,1993,304.4404957
18,281,srimangal,1993,303.1483907
21,281,srimangal,1993,301.3210632
0,282,srimangal,1993,300.0289603
3,282,srimangal,1993,298.2016425
6,282,srimangal,1993,296.2594536
9,282,srimangal,1993,298.2736027
12,282,srimangal,1993,302.5463347
15,282,srimangal,1993,304.5605464
18,282,srimangal,1993,303.1363138
21,282,srimangal,1993,301.1221281
0,283,srimangal,1993,299.6978978
3,283,srimangal,1993,297.6837228
6,283,srimangal,1993,295.8194227
9,283,srimangal,1993,297.947626
12,283,srimangal,1993,302.4623079
15,283,srimangal,1993,304.5905773
18,283,srimangal,1993,303.0856954
21,283,srimangal,1993,300.9574534
0,284,srimangal,1993,299.4525739
3,284,srimangal,1993,297.3243432
6,284,srimangal,1993,296.0694372
9,284,srimangal,1993,298.1442534
12,284,srimangal,1993,302.5456822
15,284,srimangal,1993,304.6205628
18,284,srimangal,1993,303.1534317
21,284,srimangal,1993,301.0785777
0,285,srimangal,1993,299.6114489
3,285,srimangal,1993,297.536606
6,285,srimangal,1993,295.7294168
9,285,srimangal,1993,297.8794603
12,285,srimangal,1993,302.440473
15,285,srimangal,1993,304.5905832
18,285,srimangal,1993,303.0702579
21,285,srimangal,1993,300.9201753
0,286,srimangal,1993,299.3998523
3,286,srimangal,1993,297.2497812
6,286,srimangal,1993,296.1795432
9,286,srimangal,1993,297.863663
12,286,srimangal,1993,301.4362847
15,286,srimangal,1993,303.1204568
18,286,srimangal,1993,301.9295925
21,286,srimangal,1993,300.2454421
0,287,srimangal,1993,299.0545796
3,287,srimangal,1993,297.3704381
6,287,srimangal,1993,296.3196208
9,287,srimangal,1993,297.7173918
12,287,srimangal,1993,300.6825648
15,287,srimangal,1993,302.0803792
18,287,srimangal,1993,301.0919961
21,287,srimangal,1993,299.6941997
0,288,srimangal,1993,298.7058182
3,288,srimangal,1993,297.3080293
6,288,srimangal,1993,296.0395326
9,288,srimangal,1993,297.7624794
12,288,srimangal,1993,301.4174671
15,288,srimangal,1993,303.1404674
18,288,srimangal,1993,301.922148
21,288,srimangal,1993,300.1991698
0,289,srimangal,1993,298.9808523
3,289,srimangal,1993,297.2578834
6,289,srimangal,1993,295.7294747
9,289,srimangal,1993,297.6659699
12,289,srimangal,1993,301.77397
15,289,srimangal,1993,303.7105253
18,289,srimangal,1993,302.3412029
21,289,srimangal,1993,300.4046726
0,290,srimangal,1993,299.0353523
3,290,srimangal,1993,297.0988323
6,290,srimangal,1993,296.2795043
9,290,srimangal,1993,298.1067986
12,290,srimangal,1993,301.9831447
15,290,srimangal,1993,303.8104957
18,290,srimangal,1993,302.5183907
21,290,srimangal,1993,300.6910632
0,291,srimangal,1993,299.3989603
3,291,srimangal,1993,297.5716425
6,291,srimangal,1993,294.7894991
9,291,srimangal,1993,296.6362068
12,291,srimangal,1993,300.5537358
15,291,srimangal,1993,302.4005009
18,291,srimangal,1993,301.0946685
21,291,srimangal,1993,299.2479271
0,292,srimangal,1993,297.9420966
3,292,srimangal,1993,296.0953651
6,292,srimangal,1993,295.2596301
9,292,srimangal,1993,296.6234274
12,292,srimangal,1993,299.5165303
15,292,srimangal,1993,300.8803699
18,292,srimangal,1993,299.9160101
21,292,srimangal,1993,298.5521879
0,293,srimangal,1993,297.5878296
3,293,srimangal,1993,296.2240147
6,293,srimangal,1993,294.9095781
9,293,srimangal,1993,296.4650836
12,293,srimangal,1993,299.7648682
15,293,srimangal,1993,301.3204219
18,293,srimangal,1993,300.2205026
21,293,srimangal,1993,298.6649688
0,294,srimangal,1993,297.5650512
3,294,srimangal,1993,296.0095257
6,294,srimangal,1993,294.8094642
9,294,srimangal,1993,296.7847863
12,294,srimangal,1993,300.9751524
15,294,srimangal,1993,302.9505358
18,294,srimangal,1993,301.5537584
21,294,srimangal,1993,299.5784003
0,295,srimangal,1993,298.1816251
3,295,srimangal,1993,296.2062775
6,295,srimangal,1993,296.0395932
9,295,srimangal,1993,297.5392849
12,295,srimangal,1993,300.7206685
15,295,srimangal,1993,302.2204068
18,295,srimangal,1993,301.1599541
21,295,srimangal,1993,299.6602351
0,296,srimangal,1993,298.5997841
3,296,srimangal,1993,297.1000731
6,296,srimangal,1993,293.7894168
9,296,srimangal,1993,295.9394603
12,296,srimangal,1993,300.500473
15,296,srimangal,1993,302.6505832
18,296,srimangal,1993,301.1302579
21,296,srimangal,1993,298.9801753
0,297,srimangal,1993,297.4598523
3,297,srimangal,1993,295.3097812
6,297,srimangal,1993,292.1393444
9,297,srimangal,1993,294.5563233
12,297,srimangal,1993,299.6836017
15,297,srimangal,1993,302.1006556
18,297,srimangal,1993,300.3915766
21,297,srimangal,1993,297.9745537
0,298,srimangal,1993,296.2654773
3,298,srimangal,1993,293.8484674
6,298,srimangal,1993,291.6093384
9,298,srimangal,1993,294.0481575
12,298,srimangal,1993,299.2217668
15,298,srimangal,1993,301.6606616
18,298,srimangal,1993,299.936139
21,298,srimangal,1993,297.4972756
0,299,srimangal,1993,295.7727558
3,299,srimangal,1993,293.3339053
6,299,srimangal,1993,291.6393668
9,299,srimangal,1993,293.9738384
12,299,srimangal,1993,298.9260892
15,299,srimangal,1993,301.2606332
18,299,srimangal,1993,299.6098963
21,299,srimangal,1993,297.2753822
0,300,srimangal,1993,295.6246478
3,300,srimangal,1993,293.2901462
6,300,srimangal,1993,291.0693009
9,300,srimangal,1993,293.6464411
12,300,srimangal,1993,299.1134789
15,300,srimangal,1993,301.6906991
18,300,srimangal,1993,299.8683678
21,300,srimangal,1993,297.2911808
0,301,srimangal,1993,295.4688523
3,301,srimangal,1993,292.8916791
6,301,srimangal,1993,290.6592325
9,301,srimangal,1993,293.4887479
12,301,srimangal,1993,299.4911642
15,301,srimangal,1993,302.3207675
18,301,srimangal,1993,300.3199782
21,301,srimangal,1993,297.4904113
0,302,srimangal,1993,295.4896251
3,302,srimangal,1993,292.6600732
6,302,srimangal,1993,290.3891508
9,302,srimangal,1993,293.5195753
12,302,srimangal,1993,300.1603275
15,302,srimangal,1993,303.2908492
18,302,srimangal,1993,301.0772829
21,302,srimangal,1993,297.9468015
0,303,srimangal,1993,295.7332387
3,303,srimangal,1993,292.602774
6,303,srimangal,1993,293.2092996
9,303,srimangal,1993,295.7912931
12,303,srimangal,1993,301.2686267
15,303,srimangal,1993,303.8507004
18,303,srimangal,1993,302.0249372
21,303,srimangal,1993,299.4428968
0,304,srimangal,1993,297.6171364
3,304,srimangal,1993,295.0351097
6,304,srimangal,1993,293.9793714
9,304,srimangal,1993,296.2968562
12,304,srimangal,1993,301.2130719
15,304,srimangal,1993,303.5306286
18,304,srimangal,1993,301.8919033
21,304,srimangal,1993,299.5743763
0,305,srimangal,1993,297.9356535
3,305,srimangal,1993,295.6181389
6,305,srimangal,1993,294.6896505
9,305,srimangal,1993,295.9782205
12,305,srimangal,1993,298.7117395
15,305,srimangal,1993,300.0003495
18,305,srimangal,1993,299.0891839
21,305,srimangal,1993,297.8005904
0,306,srimangal,1993,296.8894262
3,306,srimangal,1993,295.6008395
6,306,srimangal,1993,293.5894095
9,306,srimangal,1993,295.7661466
12,306,srimangal,1993,300.3837859
15,306,srimangal,1993,302.5605905
18,306,srimangal,1993,301.0213898
21,306,srimangal,1993,298.8446131
0,307,srimangal,1993,297.3054148
3,307,srimangal,1993,295.1286498
6,307,srimangal,1993,293.4797018
9,307,srimangal,1993,294.5789904
12,307,srimangal,1993,296.9109755
15,307,srimangal,1993,298.0102982
18,307,srimangal,1993,297.2329761
21,307,srimangal,1993,296.1336675
0,308,srimangal,1993,295.3563466
3,308,srimangal,1993,294.2570439
6,308,srimangal,1993,292.1493589
9,308,srimangal,1993,294.5129507
12,308,srimangal,1993,299.526976
15,308,srimangal,1993,301.8906411
18,308,srimangal,1993,300.2193128
21,308,srimangal,1993,297.855678
0,309,srimangal,1993,296.1843523
3,309,srimangal,1993,293.8207301
6,309,srimangal,1993,291.2093108
9,309,srimangal,1993,293.7500507
12,309,srimangal,1993,299.1398705
15,309,srimangal,1993,301.6806892
18,309,srimangal,1993,299.8840971
21,309,srimangal,1993,297.343311
0,310,srimangal,1993,295.5467217
3,310,srimangal,1993,293.0059491
6,310,srimangal,1993,290.8492443
9,310,srimangal,1993,293.6350794
12,310,srimangal,1993,299.5448341
15,310,srimangal,1993,302.3307557
18,310,srimangal,1993,300.3608533
21,310,srimangal,1993,297.5749676
0,311,srimangal,1993,295.6050683
3,311,srimangal,1993,292.8191973
6,311,srimangal,1993,291.26927
9,311,srimangal,1993,293.9604644
12,311,srimangal,1993,299.6694521
15,311,srimangal,1993,302.36073
18,311,srimangal,1993,300.4577494
21,311,srimangal,1993,297.7665061
0,312,srimangal,1993,295.8635285
3,312,srimangal,1993,293.1722995
6,312,srimangal,1993,290.449216
9,312,srimangal,1993,293.3393986
12,312,srimangal,1993,299.4705117
15,312,srimangal,1993,302.360784
18,312,srimangal,1993,300.3170961
21,312,srimangal,1993,297.4268609
0,313,srimangal,1993,295.3831762
3,313,srimangal,1993,292.4929565
6,313,srimangal,1993,290.9792581
9,313,srimangal,1993,293.7141329
12,313,srimangal,1993,299.5157822
15,313,srimangal,1993,302.2507419
18,313,srimangal,1993,300.3168743
21,313,srimangal,1993,297.5819499
0,314,srimangal,1993,295.6480853
3,314,srimangal,1993,292.9131754
6,314,srimangal,1993,290.1291838
9,314,srimangal,1993,293.138274
12,314,srimangal,1993,299.5216326
15,314,srimangal,1993,302.5308162
18,314,srimangal,1993,300.4030472
21,314,srimangal,1993,297.3939022
0,315,srimangal,1993,295.2661365
3,315,srimangal,1993,292.2570076
6,315,srimangal,1993,289.4991146
9,315,srimangal,1993,292.7630068
12,315,srimangal,1993,299.6868919
15,315,srimangal,1993,302.9508854
18,315,srimangal,1993,300.6429423
21,315,srimangal,1993,297.3789907
0,316,srimangal,1993,295.0710512
3,316,srimangal,1993,291.8071171
6,316,srimangal,1993,290.1292055
9,316,srimangal,1993,293.0582151
12,316,srimangal,1993,299.271694
15,316,srimangal,1993,302.2007945
18,316,srimangal,1993,300.1296515
21,316,srimangal,1993,297.2005887
0,317,srimangal,1993,295.129449
3,317,srimangal,1993,292.2004017
6,317,srimangal,1993,291.1992417
9,317,srimangal,1993,293.9947836
12,317,srimangal,1993,299.9251297
15,317,srimangal,1993,302.7207583
18,317,srimangal,1993,300.7439922
21,317,srimangal,1993,297.9483995
0,318,srimangal,1993,295.9716364
3,318,srimangal,1993,293.1760586
6,318,srimangal,1993,290.9792588
9,318,srimangal,1993,293.7117068
12,318,srimangal,1993,299.5082083
15,318,srimangal,1993,302.2407412
18,318,srimangal,1993,300.3085896
21,318,srimangal,1993,297.5760919
0,319,srimangal,1993,295.6439433
3,319,srimangal,1993,292.9114601
6,319,srimangal,1993,291.1592792
9,319,srimangal,1993,293.8165
12,319,srimangal,1993,299.4534175
15,319,srimangal,1993,302.1107208
18,319,srimangal,1993,300.2317634
21,319,srimangal,1993,297.5744943
0,320,srimangal,1993,295.6955399
3,320,srimangal,1993,293.0382849
6,320,srimangal,1993,290.6893016
9,320,srimangal,1993,293.2640151
12,320,srimangal,1993,298.725905
15,320,srimangal,1993,301.3006984
18,320,srimangal,1993,299.4800831
21,320,srimangal,1993,296.9053228
0,321,srimangal,1993,295.0847103
3,321,srimangal,1993,292.5099637
6,321,srimangal,1993,290.639241
9,321,srimangal,1993,293.4372096
12,321,srimangal,1993,299.3727036
15,321,srimangal,1993,302.170759
18,321,srimangal,1993,300.1922769
21,321,srimangal,1993,297.3942575
0,322,srimangal,1993,295.4157785
3,322,srimangal,1993,292.617774
6,322,srimangal,1993,289.5891232
9,322,srimangal,1993,292.8214685
12,322,srimangal,1993,299.6784312
15,322,srimangal,1993,302.9108768
18,322,srimangal,1993,300.625241
21,322,srimangal,1993,297.3928369
0,323,srimangal,1993,295.1072046
3,323,srimangal,1993,291.8748178
6,323,srimangal,1993,290.1792015
9,323,srimangal,1993,293.1227712
12,323,srimangal,1993,299.3671374
15,323,srimangal,1993,302.3107985
18,323,srimangal,1993,300.2293598
21,323,srimangal,1993,297.2857366
0,324,srimangal,1993,295.2043012
3,324,srimangal,1993,292.2606937
6,324,srimangal,1993,289.9091805
9,324,srimangal,1993,292.9304041
12,324,srimangal,1993,299.3395021
15,324,srimangal,1993,302.3608195
18,324,srimangal,1993,300.2244707
21,324,srimangal,1993,297.2031922
0,325,srimangal,1993,295.0668467
3,325,srimangal,1993,292.0455842
6,325,srimangal,1993,288.5890863
9,325,srimangal,1993,291.957326
12,325,srimangal,1993,299.1025694
15,325,srimangal,1993,302.4709137
18,325,srimangal,1993,300.089185
21,325,srimangal,1993,296.7208841
0,326,srimangal,1993,294.3391592
3,326,srimangal,1993,290.9708762
6,326,srimangal,1993,288.6290975
9,326,srimangal,1993,291.9560836
12,326,srimangal,1993,299.0138132
15,326,srimangal,1993,302.3409025
18,326,srimangal,1993,299.9883449
21,326,srimangal,1993,296.6612984
0,327,srimangal,1993,294.3087444
3,327,srimangal,1993,290.9817156
6,327,srimangal,1993,288.9291271
9,327,srimangal,1993,292.1469123
12,327,srimangal,1993,298.9729878
15,327,srimangal,1993,302.1908729
18,327,srimangal,1993,299.9155327
21,327,srimangal,1993,296.697689
0,328,srimangal,1993,294.4223524
3,328,srimangal,1993,291.2045258
6,328,srimangal,1993,288.4591054
9,328,srimangal,1993,291.7569712
12,328,srimangal,1993,298.7529264
15,328,srimangal,1993,302.0508946
18,328,srimangal,1993,299.7189283
21,328,srimangal,1993,296.4210025
0,329,srimangal,1993,294.0890399
3,329,srimangal,1993,290.7911317
6,329,srimangal,1993,289.0391581
9,329,srimangal,1993,292.142889
12,329,srimangal,1993,298.7270146
15,329,srimangal,1993,301.8308419
18,329,srimangal,1993,299.6361511
21,329,srimangal,1993,296.5323637
0,330,srimangal,1993,294.3376762
3,330,srimangal,1993,291.2339054
6,330,srimangal,1993,287.9490593
9,330,srimangal,1993,291.4167931
12,330,srimangal,1993,298.7730992
15,330,srimangal,1993,302.2409407
18,330,srimangal,1993,299.7888584
21,330,srimangal,1993,296.3210615
0,331,srimangal,1993,293.8689831
3,331,srimangal,1993,290.4012047
6,331,srimangal,1993,287.9590488
9,331,srimangal,1993,291.4656096
12,331,srimangal,1993,298.9042816
15,331,srimangal,1993,302.4109512
18,331,srimangal,1993,299.9314138
21,331,srimangal,1993,296.4247893
0,332,srimangal,1993,293.9452558
3,332,srimangal,1993,290.4386499
6,332,srimangal,1993,288.5890857
9,332,srimangal,1993,291.959752
12,332,srimangal,1993,299.1101433
15,332,srimangal,1993,302.4809143
18,332,srimangal,1993,300.0974698
21,332,srimangal,1993,296.7267421
0,333,srimangal,1993,294.3433012
3,333,srimangal,1993,290.9725915
6,333,srimangal,1993,289.1291844
9,333,srimangal,1993,292.1358479
12,333,srimangal,1993,298.5140587
15,333,srimangal,1993,301.5208156
18,333,srimangal,1993,299.3947624
21,333,srimangal,1993,296.3880442
0,334,srimangal,1993,294.2619944
3,334,srimangal,1993,291.2552922
6,334,srimangal,1993,287.7690659
9,334,srimangal,1993,291.2125329
12,334,srimangal,1993,298.5173603
15,334,srimangal,1993,301.9609341
18,334,srimangal,1993,299.5260112
21,334,srimangal,1993,296.0824817
0,335,srimangal,1993,293.6475626
3,335,srimangal,1993,290.2040514
6,335,srimangal,1993,288.0191034
9,335,srimangal,1993,291.3242493
12,335,srimangal,1993,298.3356481
15,335,srimangal,1993,301.6408966
18,335,srimangal,1993,299.3037824
21,335,srimangal,1993,295.9985765
0,336,srimangal,1993,293.661466
3,336,srimangal,1993,290.3562777
6,336,srimangal,1993,289.3492015
9,336,srimangal,1993,292.2927712
12,336,srimangal,1993,298.5371374
15,336,srimangal,1993,301.4807985
18,336,srimangal,1993,299.3993598
21,336,srimangal,1993,296.4557366
0,337,srimangal,1993,294.3743012
3,337,srimangal,1993,291.4306937
6,337,srimangal,1993,287.64911
9,337,srimangal,1993,290.929989
12,337,srimangal,1993,297.8899091
15,337,srimangal,1993,301.17089
18,337,srimangal,1993,298.8509353
21,337,srimangal,1993,295.5699966
